Al,1
Sb,4
As,3
Ba,2
Be,3
Bi,5
B,3
Br,3
Cd,4
Cs,3
Cl,2
Cr,2
Co,3
Cu,3
F,2
Ga,3
Ge,3
Au,5
Ca,1
He,5
In,4
I,4
Fe,1
Pb,3
Li,3
Mg,1
Mn,2
Hg,4
Mo,3
Ni,3
Nb,3
N,3
P,2
Pd,4
Pt,5
Ir,5
Os,5
Rh,5
Ru,5
K,1
Si,1
La,3
Ce,3
Pr,3
Nd,3
Pm,5
Sm,3
Eu,3
Gd,3
Tb,3
Dy,3
Ho,3
Er,3
Tm,4
Yb,3
Lu,4
Re,5
Rb,3
Na,1
Sc,3
Se,4
Ag,4
Sr,2
S,2
Ta,3
Te,5
Tl,4
Th,3
Sn,3
Ti,2
W,3
V,2
Y,3
Zn,3
Zr,2
Hf,3
C,1
H,1
O,1
